        0:0         TID   1 CPU  31(2) created
        0:0         TID   1 CPU  31(2) created
        0:0         TID   1 CPU  31(2) created
        0:0         TID   1 CPU  31(2) created
        0:0         TID   1 CPU  31(2) created
        0:0         TID   1 CPU  31(2) created
fiosExecucao =8 Intervalo=99
 tempo -> 154034 usecs
        0:0         TID   8 CPU   0(1) created
        0:1465575405630 TID   8 sleeping on 'cond var'
        0:0         TID   8 CPU   0(1) created
      159:1465575405789 TID   8 sleeping on 'cond var'
      159:1465575405789 TID   8 CPU   0(1) preempted
      159:1465575405789 TID   8 CPU   0(1) restarted on the same CPU
      159:1465575405789 TID   8 sleeping on 'cond var'
      159:1465575405789 TID   8 CPU   0(1) preempted
      159:1465575405789 TID   8 CPU   0(1) restarted on the same CPU
        0:0         TID   4 CPU   4(1) created
        0:1465575405630 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU   4(1) created
        0:1465575405630 TID   4 sleeping on 'cond var'
        0:0         TID   4 CPU   4(1) created
      159:1465575405789 TID   4 sleeping on 'cond var'
      159:1465575405789 TID   4 CPU   4(1) preempted
      159:1465575405789 TID   4 CPU   4(1) restarted on the same CPU
      159:1465575405789 TID   4 sleeping on 'cond var'
      159:1465575405789 TID   4 CPU   4(1) preempted
      159:1465575405789 TID   4 CPU   4(1) restarted on the same CPU
        0:0         TID   6 CPU  18(1) created
        0:1465575405630 TID   6 sleeping on 'cond var'
        0:0         TID   6 CPU  18(1) created
      159:1465575405789 TID   6 sleeping on 'cond var'
      159:1465575405789 TID   6 CPU  18(1) preempted
      159:1465575405789 TID   6 CPU  18(1) restarted on the same CPU
      159:1465575405789 TID   6 sleeping on 'cond var'
      159:1465575405789 TID   6 CPU  18(1) preempted
      159:1465575405789 TID   6 CPU  18(1) restarted on the same CPU
        0:0         TID   2 CPU  21(1) created
        0:1465575405630 TID   2 sleeping on 'cond var'
        0:0         TID   2 CPU  21(1) created
      159:1465575405789 TID   2 sleeping on 'cond var'
      159:1465575405789 TID   2 CPU  21(1) preempted
      159:1465575405789 TID   2 CPU  21(1) restarted on the same CPU
      159:1465575405789 TID   2 sleeping on 'cond var'
      159:1465575405789 TID   2 CPU  21(1) preempted
      159:1465575405789 TID   2 CPU  21(1) restarted on the same CPU
        0:0         TID   2 CPU  22(1) created
        0:1465575405630 TID   2 sleeping on 'cond var'
        0:0         TID   7 CPU  28(2) created
        0:1465575405630 TID   7 sleeping on 'cond var'
        0:0         TID   7 CPU  28(2) created
      159:1465575405789 TID   7 sleeping on 'cond var'
      159:1465575405789 TID   7 CPU  28(2) preempted
      159:1465575405789 TID   7 CPU  28(2) restarted on the same CPU
      159:1465575405789 TID   7 sleeping on 'cond var'
      159:1465575405789 TID   7 CPU  28(2) preempted
      159:1465575405789 TID   7 CPU  28(2) restarted on the same CPU
        0:0         TID   5 CPU  29(2) created
        0:1465575405630 TID   5 sleeping on 'cond var'
        0:0         TID   5 CPU  29(2) created
      159:1465575405789 TID   5 sleeping on 'cond var'
      159:1465575405789 TID   5 CPU  29(2) preempted
      159:1465575405789 TID   5 CPU  29(2) restarted on the same CPU
      159:1465575405789 TID   5 sleeping on 'cond var'
      159:1465575405789 TID   5 CPU  29(2) preempted
      159:1465575405789 TID   5 CPU  29(2) restarted on the same CPU
        0:0         TID   3 CPU  30(2) created
        0:1465575405630 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU  30(2) created
        0:1465575405630 TID   3 sleeping on 'cond var'
        0:0         TID   3 CPU  30(2) created
      159:1465575405789 TID   3 sleeping on 'cond var'
      159:1465575405789 TID   3 CPU  30(2) preempted
      159:1465575405789 TID   3 CPU  30(2) restarted on the same CPU
      159:1465575405789 TID   3 sleeping on 'cond var'
      159:1465575405789 TID   3 CPU  30(2) preempted
      159:1465575405789 TID   3 CPU  30(2) restarted on the same CPU
      159:1465575405789 TID   3 sleeping on 'cond var'
      159:1465575405789 TID   3 CPU  30(2) preempted
      159:1465575405789 TID   3 CPU  30(2) restarted on the same CPU
        0:1465575405630 TID   1 sleeping on 'cond var'
        0:0         TID   1 CPU  31(2) created
      159:1465575405789 TID   1 sleeping on 'cond var'
      159:1465575405789 TID   1 CPU  31(2) preempted
      159:1465575405789 TID   1 CPU  31(2) restarted on the same CPU
      159:1465575405789 TID   1 sleeping on 'cond var'
      159:1465575405789 TID   1 CPU  31(2) preempted
      159:1465575405789 TID   1 CPU  31(2) restarted on the same CPU
      159:1465575405789 TID   1 sleeping on 'cond var'
      159:1465575405789 TID   1 CPU  31(2) preempted
      159:1465575405789 TID   1 CPU  31(2) restarted on the same CPU
      159:1465575405789 TID   1 sleeping on 'shuttle'
      159:1465575405789 TID   1 CPU  31(2) preempted
      159:1465575405789 TID   1 CPU  31(2) restarted on the same CPU
      159:1465575405789 TID   1 sleeping on 'shuttle'
      159:1465575405789 TID   1 CPU  31(2) preempted
      159:1465575405789 TID   1 CPU  31(2) restarted on the same CPU
      159:1465575405789 TID   1 sleeping on 'cond var'
      159:1465575405789 TID   1 CPU  31(2) preempted
      159:1465575405789 TID   1 CPU  31(2) restarted on the same CPU
      159:1465575405789 TID   1 sleeping on 'cond var'
