        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
fiosExecucao =1 Intervalo=99
 tempo -> 34890.2 usecs
        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
        0:0         TID   1 CPU   6(1) created
       39:1465571893080 TID   1 sleeping on 'cond var'
       39:1465571893080 TID   1 CPU   6(1) preempted
       49:1465571893090 TID   1 CPU   6(1) restarted on the same CPU
       49:1465571893090 TID   1 sleeping on 'cond var'
       49:1465571893090 TID   1 CPU   6(1) preempted
       49:1465571893090 TID   1 CPU   6(1) restarted on the same CPU
       49:1465571893090 TID   1 sleeping on 'shuttle'
       49:1465571893090 TID   1 CPU   6(1) preempted
       49:1465571893090 TID   1 CPU   6(1) restarted on the same CPU
       49:1465571893090 TID   1 sleeping on 'shuttle'
       49:1465571893090 TID   1 CPU   6(1) preempted
       49:1465571893090 TID   1 CPU   6(1) restarted on the same CPU

