        0:0         TID   1 CPU  29(2) created
        0:0         TID   1 CPU  29(2) created
        0:0         TID   1 CPU  29(2) created
        0:0         TID   1 CPU  29(2) created
        0:0         TID   1 CPU  29(2) created
        0:0         TID   1 CPU  29(2) created
fiosExecucao =16 Intervalo=99
 tempo -> 61554.7 usecs
        0:0         TID  12 CPU   0(1) created
        0:1465571930100 TID  12 sleeping on 'cond var'
        0:0         TID  12 CPU   1(1) created
       69:1465571930169 TID  12 sleeping on 'cond var'
       69:1465571930169 TID  12 CPU   1(1) preempted
       69:1465571930169 TID  12 CPU   1(1) restarted on the same CPU
       69:1465571930169 TID  12 sleeping on 'cond var'
       69:1465571930169 TID  12 CPU   1(1) preempted
       69:1465571930169 TID  12 CPU   1(1) restarted on the same CPU
        0:0         TID   8 CPU   4(1) created
        0:1465571930100 TID   8 sleeping on 'cond var'
        0:0         TID   8 CPU   4(1) created
       69:1465571930169 TID   8 sleeping on 'cond var'
       69:1465571930169 TID   8 CPU   4(1) preempted
       69:1465571930169 TID   8 CPU   4(1) restarted on the same CPU
       69:1465571930169 TID   8 sleeping on 'cond var'
       69:1465571930169 TID   8 CPU   4(1) preempted
       69:1465571930169 TID   8 CPU   4(1) restarted on the same CPU
       69:1465571930169 TID   8 sleeping on 'cond var'
       69:1465571930169 TID   8 CPU   4(1) preempted
       69:1465571930169 TID   8 CPU   4(1) restarted on the same CPU
        9:0         TID  14 CPU   5(1) created
        9:1465571930110 TID  14 CPU   5(1) restarted on the same CPU
       69:1465571930169 TID  14 sleeping on 'cond var'
       69:1465571930169 TID  14 CPU   5(1) preempted
       69:1465571930169 TID  14 CPU   5(1) restarted on the same CPU
       69:1465571930169 TID  14 sleeping on 'cond var'
       69:1465571930169 TID  14 CPU   5(1) preempted
       69:1465571930169 TID  14 CPU   5(1) restarted on the same CPU
        0:0         TID  14 CPU   6(1) created
        0:1465571930100 TID  14 sleeping on 'cond var'
       69:1465571930169 TID   6  from-CPU 22(1) to-cpu 6(1) CPU migration
       39:0         TID  10 CPU   7(1) created
       39:1465571930139 TID  10 CPU   7(1) restarted on the same CPU
       69:1465571930169 TID  10 sleeping on 'cond var'
       69:1465571930169 TID  10 CPU   7(1) preempted
       69:1465571930169 TID  10 CPU   7(1) restarted on the same CPU
       69:1465571930169 TID  10 sleeping on 'cond var'
       69:1465571930169 TID  10 CPU   7(1) preempted
       69:1465571930169 TID  10 CPU   7(1) restarted on the same CPU
       69:1465571930169 TID  10 sleeping on 'cond var'
       69:1465571930169 TID  10 CPU   7(1) preempted
       69:1465571930169 TID  10 CPU   7(1) restarted on the same CPU
        9:0         TID  15 CPU   9(2) created
        9:1465571930110 TID  15 CPU   9(2) restarted on the same CPU
       69:1465571930169 TID  15 sleeping on 'cond var'
       69:1465571930169 TID  15 CPU   9(2) preempted
       69:1465571930169 TID  15 CPU   9(2) restarted on the same CPU
       69:1465571930169 TID  15 sleeping on 'cond var'
       69:1465571930169 TID  15 CPU   9(2) preempted
       69:1465571930169 TID  15 CPU   9(2) restarted on the same CPU
        0:0         TID   7 CPU  12(2) created
       69:1465571930169 TID   7 sleeping on 'cond var'
       69:1465571930169 TID   7 CPU  12(2) preempted
        9:0         TID  13 CPU  13(2) created
        9:1465571930110 TID  13 CPU  13(2) restarted on the same CPU
       49:1465571930149 TID  13 CPU  13(2) preempted
       69:1465571930169 TID   7  from-CPU 12(2) to-cpu 15(2) CPU migration
       69:1465571930169 TID   7 CPU  15(2) restarted on the same CPU
       69:1465571930169 TID   7 sleeping on 'cond var'
       69:1465571930169 TID   7 CPU  15(2) preempted
       69:1465571930169 TID   7 CPU  15(2) restarted on the same CPU
       69:1465571930169 TID   7 sleeping on 'cond var'
       69:1465571930169 TID   7 CPU  15(2) preempted
       69:1465571930169 TID   7 CPU  15(2) restarted on the same CPU
        0:0         TID   4 CPU  16(1) created
