        0:0         TID   1 CPU  17(1) created
        0:0         TID   1 CPU  17(1) created
        0:0         TID   1 CPU  17(1) created
        0:0         TID   1 CPU  17(1) created
fiosExecucao =4 Intervalo=99
 tempo -> 49166.5 usecs
        9:1465575331379 TID   1  from-CPU 17(1) to-cpu 7(1) CPU migration
        9:1465575331379 TID   1 CPU   7(1) restarted on the same CPU
        9:1465575331379 TID   1 sleeping on 'cond var'
        9:1465575331379 TID   1 CPU   7(1) preempted
        9:1465575331379 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'cond var'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'cond var'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'cond var'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'shuttle'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'shuttle'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'cond var'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
       59:1465575331429 TID   1 sleeping on 'cond var'
       59:1465575331429 TID   1 CPU   7(1) preempted
       59:1465575331429 TID   1 CPU   7(1) restarted on the same CPU
        9:0         TID   2 CPU  12(2) created
        9:1465575331379 TID   2 CPU  12(2) restarted on the same CPU
        9:1465575331379 TID   2 sleeping on 'cond var'
        9:1465575331379 TID   2 CPU  12(2) preempted
        9:1465575331379 TID   2 CPU  12(2) restarted on the same CPU
        9:1465575331379 TID   2 sleeping on 'cond var'
        9:1465575331379 TID   2 CPU  12(2) preempted
        9:1465575331379 TID   2 CPU  12(2) restarted on the same CPU
       49:1465575331419 TID   2 sleeping on 'cond var'
       49:1465575331419 TID   2 CPU  12(2) preempted
       59:1465575331429 TID   2 CPU  12(2) restarted on the same CPU
       59:1465575331429 TID   2 sleeping on 'cond var'
       59:1465575331429 TID   2 CPU  12(2) preempted
       59:1465575331429 TID   2 CPU  12(2) restarted on the same CPU
        9:0         TID   3 CPU  16(1) created
        9:1465575331379 TID   3 CPU  16(1) restarted on the same CPU
        9:1465575331379 TID   3 sleeping on 'cond var'
        9:1465575331379 TID   3 CPU  16(1) preempted
        9:1465575331379 TID   3 CPU  16(1) restarted on the same CPU
        9:1465575331379 TID   3 sleeping on 'cond var'
        9:1465575331379 TID   3 CPU  16(1) preempted
        9:1465575331379 TID   3 CPU  16(1) restarted on the same CPU
       59:1465575331429 TID   3 sleeping on 'cond var'
       59:1465575331429 TID   3 CPU  16(1) preempted
       59:1465575331429 TID   3 CPU  16(1) restarted on the same CPU
       59:1465575331429 TID   3 sleeping on 'cond var'
       59:1465575331429 TID   3 CPU  16(1) preempted
       59:1465575331429 TID   3 CPU  16(1) restarted on the same CPU
        0:0         TID   1 CPU  17(1) created
        0:0         TID   1 CPU  17(1) created
        9:1465575331379 TID   1 sleeping on 'cond var'
        9:1465575331379 TID   1 CPU  17(1) preempted
        9:0         TID   4 CPU  26(2) created
        9:1465575331379 TID   4 CPU  26(2) restarted on the same CPU
        9:1465575331379 TID   4 sleeping on 'cond var'
        9:1465575331379 TID   4 CPU  26(2) preempted
        9:1465575331379 TID   4 CPU  26(2) restarted on the same CPU
        9:1465575331379 TID   4 sleeping on 'cond var'
        9:1465575331379 TID   4 CPU  26(2) preempted
        9:1465575331379 TID   4 CPU  26(2) restarted on the same CPU
       49:1465575331419 TID   4 sleeping on 'cond var'
       49:1465575331419 TID   4 CPU  26(2) preempted
       59:1465575331429 TID   4 CPU  26(2) restarted on the same CPU
       59:1465575331429 TID   4 sleeping on 'cond var'
       59:1465575331429 TID   4 CPU  26(2) preempted
       59:1465575331429 TID   4 CPU  26(2) restarted on the same CPU

